text,label
تي مالخر راك انسان بوهالي تعمل في buz و بن علي ماهوش راجع ود,0
5ih,0
قداش ما نهضموش ها المخلوق الشيب و العيب,0
معجبنيش صوته انحسه نشاج,0
مري مثقفه و كيف تكلم عندها متقول في روحها وسكوتها قدام تهكم النكره وليد يدل علي انو مستواها ارقي برشه,1
wlh m3alme wlh,1
راك ماسط,0
mala mridha,0
ne7biha,1
اكبر منافق في تونس ,0
tahfon wmetrobi barcha mahlek ya ja3for chaya5tna dhoheka3az boit fi tones,1
اني نحبها,1
مورو يا معلم,1
7ayawene,0
chamsedine wabna tfih,0
pf walahi amset wahda fi awled mofida deja nchofo fiha aza masta barcha ,0
قناه تشجع عالواطهو كتجي تشوف هذاكا مستواهم و يحبونا نتقدمو,0
ty adh7ek winti 7esa kemla sekta mat7remnech men dho7tek 3ad,1
bravo raw3a enmot fiha walh 3andha mostakbel kebir,1
raw3a,1
nhebha 3sal ,1
اصبح مهرج مسكين,0
mal9ito matjibo ken manel amara,0
maset,0
3asola,1
ما سط,0
مسلسلات القحب و الوبنه رمضان يا زبي راهو,0
bravo,1
,0
waw ibda3,1
bo zink rabi ma3k 3,1
عار علي المراه تونسيه تحكي بلسانها هذه الجاهله علميا اذا كبرت المثليه تنقرض البشريه و اشك في كونك مسلمه او متعلمه لان الانسان مختلف عن الحيوان بالعقل وانتي وامثالك لا تمثلون تونس والا الانسانيه,0
mala 9o7b ,0
wow raw3a,1
3,1
y كافون,1
خامجه من خامجات المجتمع التونسي الحديث,0
bravo tawfik walah rajil,1
الصافي سعيد اكيد حلقه قويه,1
zero zero zero ka3ba la w mast last,0
3ejbetni el song aman n7eb 3liha,1
mamsto howa wecharka emta3o,0
bravo armast wa nchalh rabi iwaf9ik ,1
واله طفله برافو عليها بكاتني ,1
ta3ref adwarha fi tamthil ken bka w ta8rid,1
walahi m3alem,1
bravo ma7la zinha,1
ما احلاها,1
اعلام العار هذا هذاعلام يرحم فمك يا بن بريك والفاهم يفهم,0
tbarkalah alik amona mnawara,1
برافو سمير دقه كبيره في اختيار الضيوف ولو اعاتبك قليلا حلقه الصافي سعيد لو كان بمفرده افضل,1
مسكينه مرزنها,0
tefeh,0
معلم يا جعفور ,1
bravo mariem,1
الفخامه باتم معني الكلمه,1
bi5tisar m3alem yedhakerni b sofiene cha3ri alah yar7mo,1
تحيه لاب المناضل,1
ياكافون راك ماعدش ادجي شي,0
raw3a,1
تحبك لفعه يا مسخ,0
mekch rajel ,0
9imat el 3ar,0
marigue,0
برشه مساطه واسقوطيه وحط في بالك رانا نتفرجو عاءلات,0
ماسط لاسط,0
lotfi m3alem wem3alem walah wahdek fithmar,1
mra s7i7a bsaraha,1
s7e9 w l7e9,0
zbela,0
محها السوريه لنقني بنمشي سوريا نتزوج,1
مسلسلتافه لمثلين تفه في قناه تافهه,0
محلاه,1
امير يا معذبهم برافو ,1
اول مره حلقه من هالبرنامج تعجبني ه مالا كعبات,1
ماسط لاسط بصدق مهزله هادي التصرفات متاع واحد جاهل والجهل مصيبه,0
ياسر ماسط و انا ما نحملوش,0
bravo slah,1
بصراحه كريم الغربي تحسه متميز و مبدع موهوب وضامر بالحق,1
جعفور وحدك يا معلم يا فرطاس ربي يحفظك يا غالي,1
خيت مرضه,0
3jbkm klemomala mant9 mas5 5amejf tv w ya7ki akeka,0
masta,0
anahoma zoz rjel ya3tik man3ola lik wel bok wel 5ok wlomk ma5yeb wejho 3al sbe7 medid 3lina mandhro tfoh,0
sitkom yfata9,1
bravo ya sin ma7lak,1
3a9la,1
يا حنين يا معلم ديما يضحكنا ويزهينا ويحن برشا علي الزواوله ومنين يدوروه يدور لتمثيل و التنشيط وحتي الغناء عندو ما يقول في روحو انا نحبو برشا ونقولو نشاء اله ربي يعاونك ومن حسن الي احسن,1
7nin w 9albo kbir,1
5amsa w5mis 3liha,1
ياسر سطحي وماسط و تافه حاصيلو شء ما جاء,0
برافو وليد التونسي هاهي الرجوليه ولالوحتواخير الدنيا,1
مهرج بلا منازع,0
لمين صريح ورزين في كلاموا علي ذاك انا نحبوبرافو لمين النهدي,1
3jibni barcha dawrha fi na3orit lahwa w spectacle hayil il 3ifcha mon amor sif isna fi binzart 3 grande actrice tot mon respect,1
patron,1
bravo bravo ناجي جلول,1
bo zinek,1
bravo nawfel,1
كان جات عندو همه راهو انسحب بعد سماع الصوت الشجي لحمزه الفضلاوي,0
العراء والقراء وقله الحياء,0
7al9 3alamia,1
متاجره بالدين من الصنف الاول و لها من الكذب و الدعاره السياسيه و مرجع لتبيض الارهاب و تمثل حزب متورط في الارهاب و الاغتيالات السياسيه,0
wahdo el ebdili el 9owa eli fih yel9aha hadhra min ghir ma ya3mel barnemej chbich y9ol tbarkalah 3lih,1
ريم اله يبارك عليك راكي غير تزياني وضحكتك عسوله كيفك,1
الاذان يقول اله اكبر والتلافز متاعنا تبدا في قله الحياء ناقص الواحد يتفرج في mbc يشق عليها الفطر ,0
bravo walid tonsi avec un grand b kol yom 7obak yezid,1
ياسر مرخوفه ومتصنعه بلاهي نصيحه لبنات الجيل الجديد اتحزقو في الكلام يزيو متمعجين,0
ka2rhym 7ayeto 3adeb,1
الكوميديا ماتواتيكش شد الدرامه و ربي معاك,0
bravo,1
malem walah ye neji jelol,1
وخفه دم و روح x0d,1
محلي زينو بدير,1
كذابه و سفيه شاحطه وجها لين قالت يزي مناظر مقلبه,0
rajel bravo,1
سب من اسباب انتشار الزطله في صفوف الشباب هو المخلوق هذا و فن متاعو,0
بصراحه برافو ليها تحسها موهوبه اتقنت المشهد رغم صعوبته ورغم صغر سنها,1
تقعدوا طول عماركم اعلام عار اوصلوا لمستواه و بعد احكيو,0
a7la mo5rej fi tones w a7sen mosalsel w 7al9a tfate9,1
raw3a dima b wahartek 3zaza je tame 3,1
شيخ تحيفه تحفه حفه,1
بصرحه شء يحشم ومصح رقعتك جاي لتلفزه وتحب دافع علي المثليه راك هنتنا وهنت التوانسه الكل شء يءسف,0
wahida dridi dima met2al9a w mezyena w roge yeser mwetik,1
تفوه عليك وعليها,0
نكرها علخر ما جات شي ادوارها لكل زباله حاشاكم,0
klemo s7i7 kol,1
sbe7 lyesmin sami ya m3alim,1
عاءيشه محلاك و محلا زينك ابقاء ديما هكا,1
bravo letfi bere8am ini f hala nifsiya harija ili ini de7aket merci,1
لطفي اقوي كوميدي و الفءه لتكرز منو نقلهم مشكلتكم راكم موش ولاد بلاد هذا علاش ماكمش فاهمين فاش يحكي,1
bravo,1
انسان تافه ماسط لاسط مقرف,0
ياخي مش فايق بروحو الي هو رزين و ماسط و يعيف,0
a7la ja3for wlh mtrobi wmt5al9 wmtha9f ravi ihmik,1
a9wa la9ta bravo wlh nestana fel 7al9a ejeya bd9i9a wdraj,1
barjolia lotfi rak ajebtni yeser rak motrabi wa nchalah nes kol kifek yatla fokehin,1
قداش تافه و موش متربي ها الزلم الي جايبو,0
machalah ya3tiha alf sa7a 3,1
rak mast a rak lasat a,0
نبزق علي القناه و نتعدي تفوه,0
3alami,1
يزيكم من لغه افساد الذوق العام و كافون ماعندوش صوت ولا حضور احمد عندو ناس تحبو و تسمعو عالاقل هو الوحيد الي نجم نسمعو حتي وانا قاعده مع دارنا موش كيف غيرو شطر الغنايه كلام زايد,0
لقطه تجمع احساس راءع شكرا,1
bravo mo9ded,0
3ando el7a9 ya3mel masra7ito fel 7abs ti chkon bech yemchilo el bara,0
3aychocha tbarkalah 3lik,1
احلي خوات فيرومو x0d,1
te3jebni barcha iove b 5adoja,1
اعوذ باله منك يا حقيره انا ما نعرفكش و ياريتني ما عرفتك تحكي علي اساس انك مبدعه و تكلم علي لسان المراه التونسيه ماتشرفناش لا كامراهو لا كمبدعه انت عار علي تونس اله يسترنا الاندلسي قال الحق و هذاك المبدع بالفعل و مثقف اما انت مسكينه,0
pf,0
bravo ahsane l9ata fi mosalsel bravo bravo,1
bravo naji,1
توفيق الغربي عار عار علي الثقافه وعلي القناهx0d,0
bravo kadoja,1
m3alem,1
فنان بكل ما في الكلمه من معنيرجولتك و مواقفك تحكي عليكنحترمك برشا و كل ما نراك نقول مازال الخير في الدنيا و في هلبلاد الي الدين اصبح فيها تافه و حاجه ثانويهو علي فكره محلا ضحكتو,1
yezina 5tha wa9to yezih msat bsara7a,0
ه واله حلقه عالميه x0d,1
عجبتني خويا ربي يحفظك,1
h tayer barcha,1
ماسط ياسر ه,1
amset men weld enahdi ,0
9elt 7ya hedhi mosalslet,0
masit lasit,0
مشاله عليه,1
walahi masta barcha w 9lilet torbia,0
خنار التوانسه اتموتوا علي قله الحيا و قله التربيه حتي انتوما بصغاركم الشكاره و البحر وخاصه تونس العاصمه ملا شلايك تفرج علي شلايك كيفها,0
maset,0
h vrament bravo d,1
انتي معلم ,1
raw3a ya maryoma wsli ahsanti,1
bravo,1
راجل,1
ma7lek,1
mahlek hanenbravo,1
em3alen 3,1
3,1
ya mostfa enes el kol t7ebek mat5afech,1
محلاه التاتو متاعك ,1
masta,0
 ma7la chfeyfek w ma7la cha3rek w ma7la klemek ya zin ya 3in ,1
masta,0
البرنامج مصات عالخر لا يقبل فدلكه لا يقبل نقاش و لاعبها هو الكل في تونس بف ربي يهديك يا امين,0
وليد التونسي لحقيقه قبل ما يعجبنيش برشا اما بعد الموقف الي خذاه من هالفءه الجديده الي تسمي روحها بالجنس الثالث كبر في عيني برشا و عجبني خاصه كي رد علي سي رافه,1
braveau walid,1
مبيض الارهاب المحامي الهزيل يمجد في الرحموني,0
mamsethom mala emarek mgalba ,0
لصفي يا خشين انت احسن كوميدي ناجح,1
te3jebni marwa,1
واله عجبني هدا الكوبل اله يبارك,1
مقداد سهيلي مريض مهوش محترم معادش جيبوهلنا,0
tahafona barcha wajiha,1
ملهط,0
طحان,0
nejo jalol bravo mech jdid alik deja wzir walik leklem bon corage,1
ta7an o sa9et o mridh sifet 5ayba lkol fih o akter haja tefah lfesed o masa5 nrodoh haja kbira f bled tfoh 3ala ha mandher,0
مخيب راسو,0
قله حياء و قله تربيه الغلطه في العباد الي جابتها البرنامج طاح ياسر مستواه باشباه العباد هاذم ايا تراه فيق يا لطفي العماري,0
raw3a ya3tik sa7a,1
jib esalhi ya m3alem,1
akber ghalta f tonsia hoa samir el wzfi tfoh,0
mala maset tfih,0
جعفور محلاك في سروال احمر رابي خليلك عجوزه و شيب زايد متربي متربي,1
فنانه وعليها الكلام,1
mamergo uh 3meli jayer,0
matlomhomoch inabara raho itanbir imradh,0
معلم فنان وعليه الكلام رجله وعجبني كيف دافع علي احمد بصراحه مايسترو,1
احسن سيتكوم عجبتني بالدموع ,1
تو معدش تعرف احمد الاندلسي و دفع علي واحد عار علي تونس راك انثي كيما قال وليد ه,0
معلم و راجل ربي معاه و احنا معاه,1
bravo,1
نحترمو برشا الراجل هاذا  ايمن من ايطاليا,1
top ,1
walahi tla3 ma7leh,1
مقرف مستوي متحط لاول مره اجد نفسي متعاطف مع النهضه اضطرت لتغير القناه لانه سب لي الغثيان,0
raw3a,1
خيت ملا تفاهه,0
tbrkalh 3la o5ti ,1
akber ta7an fi tunis,0
تحيّه كبيره لجميع نساء تونس ,1
a7la amin,1
معلم و تبقي ديما معلم wili kafi kafi,1
7asilo wa7dk fil wahra,1
rabi yfathal hem,1
الشيب والعيب,0
walah m3alem ya mr jalo rabi mak,1
amset menha mefemeche,0
tbarkala 3alaha,1
ena ta3jebni ta7fona,1
m3alem zayed,1
bravo walid,1
و من داخل من داخل طحان ,0
تافه,0
بصراحه انا مايعجبنيش هشام ماسط من قبل,0
maset w may3jebnich jemla,0
ملا مرقه متع عقد ه وانا الي ضحكني قالك ايران ورا ايقافي وبعد خافو سيبوني عيشو صدام حسينp,0
تف عليك ها الصباح لمري متوفيه,0
منحط و تافه اخه,0
سود وجهك وقول راني كوميدي لغه شارع لغه فساد مجموعه من الشواذ علي قناه الحوار التونسي ويتك يا هايكا ,0
زينه في كل بلاتو محفلتها وين تمشي معاها جوها ربي يزهينه ,1
جعفور يا عسل دنيا 3 3 3,1
الشيب ول عيب,0
برشا قله حيا و قله تربيه,0
توفيق يا تافه و الحاجات الي تعمل فيهم ما يظحكوش كيف ما عملت وقت مدام يمينه تحكي انتي ماتحترمش لعباد ولكن هي كانت ارقي منك و زادتك حقره و تقزيم احترم تحترم و هما يعطيوك دور العساس و الصباب علي خاتر هاكي حقيقتك صباب و بيوع,0
marzno w matfho,0
الحاصيلو ماسط لاسط يا شمير,0
انهم يدعون الي الفسق و الرذيله x0d,0
ya 5oya sa3at mamistik dima tinbiz feha,0
وحدك راجل و سيد ارجال فن علم ثقافه نتشرف بك كثيرا,1
